code,term
Z8669,"Personal history of other diseases of the nervous system and sense organs"
Z86711,"Personal history of pulmonary embolism"
Z86718,"Personal history of other venous thrombosis and embolism"
Z8672,"Personal history of thrombophlebitis"
Z8674,"Personal history of sudden cardiac arrest"
Z8679,"Personal history of other diseases of the circulatory system"
Z8701,"Personal history of pneumonia (recurrent)"
Z8709,"Personal history of other diseases of the respiratory system"
Z8711,"Personal history of peptic ulcer disease"
Z8719,"Personal history of other diseases of the digestive system"
Z872,"Personal history of diseases of the skin and subcutaneous tissue"
Z87310,"Personal history of (healed) osteoporosis fracture"
Z87311,"Personal history of (healed) other pathological fracture"
Z87312,"Personal history of (healed) stress fracture"
Z8739,"Personal history of other diseases of the musculoskeletal system and connective tissue"
Z87410,"Personal history of cervical dysplasia"
Z87411,"Personal history of vaginal dysplasia"
Z87412,"Personal history of vulvar dysplasia"
Z8742,"Personal history of other diseases of the female genital tract"
Z87430,"Personal history of prostatic dysplasia"
Z87438,"Personal history of other diseases of male genital organs"
Z87440,"Personal history of urinary (tract) infections"
Z87441,"Personal history of nephrotic syndrome"
Z87442,"Personal history of urinary calculi"
Z87448,"Personal history of other diseases of urinary system"
Z8751,"Personal history of pre-term labor"
Z8761,"Personal history of (corrected) necrotizing enterocolitis of newborn"
Z8768,"Personal history of other (corrected) conditions arising in the perinatal period"
Z87710,"Personal history of (corrected) hypospadias"
Z87718,"Personal history of other specified (corrected) congenital malformations of genitourinary system"
Z87720,"Personal history of (corrected) congenital malformations of eye"
Z87721,"Personal history of (corrected) congenital malformations of ear"
Z87728,"Personal history of other specified (corrected) congenital malformations of nervous system and sense organs"
Z87730,"Personal history of (corrected) cleft lip and palate"
Z87731,"Personal history of (corrected) tracheoesophageal fistula or atresia"
Z87732,"Personal history of (corrected) persistent cloaca or cloacal malformations"
Z87738,"Personal history of other specified (corrected) congenital malformations of digestive system"
Z8774,"Personal history of (corrected) congenital malformations of heart and circulatory system"
Z8775,"Personal history of (corrected) congenital malformations of respiratory system"
Z87760,"Personal history of (corrected) congenital diaphragmatic hernia or other congenital diaphragm malformations"
Z87761,"Personal history of (corrected) gastroschisis"
Z87762,"Personal history of (corrected) prune belly malformation"
Z87763,"Personal history of other (corrected) congenital abdominal wall malformations"
Z87790,"Personal history of (corrected) congenital malformations of face and neck"
Z87798,"Personal history of other (corrected) congenital malformations"
Z8781,"Personal history of (healed) traumatic fracture"
Z87820,"Personal history of traumatic brain injury"
Z87821,"Personal history of retained foreign body fully removed"
Z87828,"Personal history of other (healed) physical injury and trauma"
Z87890,"Personal history of sex reassignment"
Z87891,"Personal history of nicotine dependence"
Z87892,"Personal history of anaphylaxis"
Z87898,"Personal history of other specified conditions"
Z880,"Allergy status to penicillin"
Z881,"Allergy status to other antibiotic agents"
Z882,"Allergy status to sulfonamides"
Z883,"Allergy status to other anti-infective agents"
Z884,"Allergy status to anesthetic agent"
Z885,"Allergy status to narcotic agent"
Z886,"Allergy status to analgesic agent"
Z887,"Allergy status to serum and vaccine"
Z89011,"Acquired absence of right thumb"
Z89012,"Acquired absence of left thumb"
Z89019,"Acquired absence of unspecified thumb"
Z89021,"Acquired absence of right finger(s)"
Z89022,"Acquired absence of left finger(s)"
Z89029,"Acquired absence of unspecified finger(s)"
Z89111,"Acquired absence of right hand"
Z89112,"Acquired absence of left hand"
Z89119,"Acquired absence of unspecified hand"
Z89121,"Acquired absence of right wrist"
Z89122,"Acquired absence of left wrist"
Z89129,"Acquired absence of unspecified wrist"
Z89211,"Acquired absence of right upper limb below elbow"
Z89212,"Acquired absence of left upper limb below elbow"
Z89219,"Acquired absence of unspecified upper limb below elbow"
Z89221,"Acquired absence of right upper limb above elbow"
Z89222,"Acquired absence of left upper limb above elbow"
Z89229,"Acquired absence of unspecified upper limb above elbow"
Z89231,"Acquired absence of right shoulder"
Z89232,"Acquired absence of left shoulder"
Z89239,"Acquired absence of unspecified shoulder"
Z89411,"Acquired absence of right great toe"
Z89412,"Acquired absence of left great toe"
Z89419,"Acquired absence of unspecified great toe"
Z89421,"Acquired absence of other right toe(s)"
Z89422,"Acquired absence of other left toe(s)"
Z89431,"Acquired absence of right foot"
Z89432,"Acquired absence of left foot"
Z89439,"Acquired absence of unspecified foot"
Z89441,"Acquired absence of right ankle"
Z89442,"Acquired absence of left ankle"
Z89449,"Acquired absence of unspecified ankle"
Z89511,"Acquired absence of right leg below knee"
Z89512,"Acquired absence of left leg below knee"
Z89519,"Acquired absence of unspecified leg below knee"
Z89521,"Acquired absence of right knee"
Z89522,"Acquired absence of left knee"
Z89529,"Acquired absence of unspecified knee"
Z89611,"Acquired absence of right leg above knee"
Z89612,"Acquired absence of left leg above knee"
Z89619,"Acquired absence of unspecified leg above knee"
Z89621,"Acquired absence of right hip joint"
Z89622,"Acquired absence of left hip joint"
Z89629,"Acquired absence of unspecified hip joint"
Z9001,"Acquired absence of eye"
Z9002,"Acquired absence of larynx"
Z9009,"Acquired absence of other part of head and neck"
Z9010,"Acquired absence of unspecified breast and nipple"
Z9011,"Acquired absence of right breast and nipple"
Z9012,"Acquired absence of left breast and nipple"
Z9013,"Acquired absence of bilateral breasts and nipples"
Z902,"Acquired absence of lung [part of]"
Z903,"Acquired absence of stomach [part of]"
Z90410,"Acquired total absence of pancreas"
Z90411,"Acquired partial absence of pancreas"
Z9049,"Acquired absence of other specified parts of digestive tract"
Z905,"Acquired absence of kidney"
Z906,"Acquired absence of other parts of urinary tract"
Z90710,"Acquired absence of both cervix and uterus"
Z90711,"Acquired absence of uterus with remaining cervical stump"
Z90712,"Acquired absence of cervix with remaining uterus"
Z9079,"Acquired absence of other genital organ(s)"
Z9081,"Acquired absence of spleen"
Z9089,"Acquired absence of other organs"
Z91010,"Allergy to peanuts"
Z910111,"Allergy to milk products with tolerance to baked milk"
Z910112,"Allergy to milk products with reactivity to baked milk"
Z910121,"Allergy to eggs with tolerance to baked egg"
Z910122,"Allergy to eggs with reactivity to baked egg"
Z91013,"Allergy to seafood"
Z91014,"Allergy to mammalian meats"
Z91018,"Allergy to other foods"
Z9102,"Food additives allergy status"
Z91030,"Bee allergy status"
Z91038,"Other insect allergy status"
Z91040,"Latex allergy status"
Z91041,"Radiographic dye allergy status"
Z91048,"Other nonmedicinal substance allergy status"
Z91110,"Patient's noncompliance with dietary regimen due to financial hardship"
Z91118,"Patient's noncompliance with dietary regimen for other reason"
Z91119,"Patient's noncompliance with dietary regimen due to unspecified reason"
Z91120,"Patient's intentional underdosing of medication regimen due to financial hardship"
Z91128,"Patient's intentional underdosing of medication regimen for other reason"
Z91130,"Patient's unintentional underdosing of medication regimen due to age-related debility"
Z91138,"Patient's unintentional underdosing of medication regimen for other reason"
Z91141,"Patient's other noncompliance with medication regimen due to financial hardship"
Z91148,"Patient's other noncompliance with medication regimen for other reason"
Z91151,"Patient's noncompliance with renal dialysis due to financial hardship"
Z91158,"Patient's noncompliance with renal dialysis for other reason"
Z91190,"Patient's noncompliance with other medical treatment and regimen due to financial hardship"
Z91198,"Patient's noncompliance with other medical treatment and regimen for other reason"
Z91199,"Patient's noncompliance with other medical treatment and regimen due to unspecified reason"
Z91410,"Personal history of adult physical and sexual abuse"
Z91411,"Personal history of adult psychological abuse"
Z91412,"Personal history of adult neglect"
Z91413,"Personal history of adult financial abuse"
Z91414,"Personal history of adult intimate partner abuse"
Z91419,"Personal history of unspecified adult abuse"
Z9142,"Personal history of forced labor or sexual exploitation"
Z9151,"Personal history of suicidal behavior"
Z9152,"Personal history of nonsuicidal self-harm"
Z9181,"History of falling"
Z9182,"Personal history of military deployment"
Z9183,"Wandering in diseases classified elsewhere"
Z91849,"Unspecified risk for dental caries"
Z9185,"Personal history of military service"
Z91A10,"Caregiver's noncompliance with patient's dietary regimen due to financial hardship"
Z91A18,"Caregiver's noncompliance with patient's dietary regimen for other reason"
Z91A20,"Caregiver's intentional underdosing of patient's medication regimen due to financial hardship"
Z91A28,"Caregiver's intentional underdosing of medication regimen for other reason"
Z91A3,"Caregiver's unintentional underdosing of patient's medication regimen"
Z91A41,"Caregiver's other noncompliance with patient's medication regimen due to financial hardship"
Z91A48,"Caregiver's other noncompliance with patient's medication regimen for other reason"
Z91A51,"Caregiver's noncompliance with patient's renal dialysis due to financial hardship"
Z91A58,"Caregiver's noncompliance with patient's renal dialysis for other reason"
Z91A91,"Caregiver's noncompliance with patient's other medical treatment and regimen due to financial hardship"
Z91A98,"Caregiver's noncompliance with patient's other medical treatment and regimen for other reason"
Z91B,"Personal risk factor of exposure to diethylstilbestrol"
Z920,"Personal history of contraception"
Z9221,"Personal history of antineoplastic chemotherapy"
Z9222,"Personal history of monoclonal drug therapy"
Z9223,"Personal history of estrogen therapy"
Z92240,"Personal history of inhaled steroid therapy"
Z92241,"Personal history of systemic steroid therapy"
Z9225,"Personal history of immunosuppression therapy"
Z9226,"Personal history of immune checkpoint inhibitor therapy"
Z9229,"Personal history of other drug therapy"
Z923,"Personal history of irradiation"
